sample_id,planned_duration_months,total_units,predicted_construction_cost_growth,predicted_general_inflation_rate,predicted_usd_growth,project_payment_completion_ratio,overdue_payment_ratio,paid_late_payment_ratio,low_risk_member_ratio,medium_risk_member_ratio,high_risk_member_ratio,cash_flow_pressure_ratio,predicted_delay_months,delay_risk_level
883,24,20,27.5233,28.1343,23.9353,0.8774,0.024,0.1215,0.7994,0.1913,0.0092,0.1267,3.25,acceptable_delay
884,48,48,80.4322,52.126,110.6383,0.2681,0.7017,0.5407,0.0,0.2776,0.7572,0.6974,74.66,critical
885,36,36,59.7233,49.3692,52.1363,0.4984,0.2004,0.2025,0.4123,0.3054,0.2823,0.3784,24.0,medium
886,42,36,82.1419,54.8053,61.509,0.4601,0.3804,0.3677,0.2727,0.3725,0.3548,0.4923,46.76,high
887,24,36,43.5573,42.1231,60.146,0.6009,0.1546,0.3238,0.3711,0.3187,0.3102,0.2788,20.28,medium
888,36,30,101.0122,67.2721,113.1443,0.3025,0.5293,0.416,0.0,0.2093,0.8375,0.6394,104.88,critical
889,48,48,104.6509,51.058,90.164,0.1641,0.7365,0.486,0.0579,0.1235,0.8186,0.8978,118.11,critical
890,36,30,57.5247,41.9909,56.8438,0.582,0.2047,0.1931,0.3926,0.3457,0.2617,0.3796,13.74,medium
891,48,24,71.1842,57.25,75.2883,0.3258,0.332,0.3651,0.2742,0.2934,0.4324,0.5046,60.0,high
892,18,30,39.2098,30.9932,41.3769,0.8647,0.1175,0.133,0.5268,0.3761,0.0971,0.2088,10.19,low
893,30,48,42.5873,45.3536,56.8169,0.6026,0.314,0.302,0.333,0.3832,0.2837,0.3454,22.11,medium
894,18,20,36.3479,28.6144,26.6222,0.9566,0.0375,0.0923,0.8939,0.0336,0.0725,0.0362,2.17,acceptable_delay
895,18,24,45.8581,32.2477,41.5141,0.8179,0.1291,0.2343,0.6205,0.2521,0.1274,0.2203,8.92,low
896,36,24,42.5291,31.5282,27.6314,0.7206,0.1347,0.123,0.5051,0.3853,0.1096,0.2466,7.26,low
897,42,36,57.3694,43.87,41.4941,0.5947,0.2529,0.2473,0.2475,0.4248,0.3277,0.3208,22.88,medium
898,30,20,36.0715,30.0012,41.3076,0.8496,0.1013,0.1598,0.5476,0.4013,0.0511,0.2133,7.87,low
899,36,48,68.06,44.4524,72.5509,0.5345,0.4767,0.4439,0.0665,0.2366,0.6969,0.5298,27.06,high
900,42,24,64.0525,49.1528,57.1841,0.6047,0.1997,0.1975,0.3004,0.4116,0.288,0.2939,17.85,medium
901,42,20,62.0081,44.6747,48.3383,0.6124,0.2886,0.3158,0.2435,0.4495,0.3069,0.3149,14.05,medium
902,42,24,55.1131,49.5151,41.0224,0.6898,0.2905,0.2637,0.3017,0.4405,0.2578,0.371,13.85,medium
903,42,48,53.4958,51.3111,41.365,0.5907,0.2514,0.3132,0.18,0.4999,0.3201,0.4375,17.64,medium
904,30,36,57.6732,60.9229,70.0901,0.5362,0.424,0.3845,0.1749,0.2174,0.6077,0.4815,29.3,high
905,30,16,36.6113,39.226,28.0961,0.7107,0.0987,0.0886,0.501,0.3277,0.1712,0.2671,9.49,low
906,18,30,40.6694,39.095,27.2592,0.7891,0.117,0.1219,0.5457,0.3682,0.0861,0.1443,8.71,low
907,18,16,29.8445,29.6388,23.6343,0.919,0.0762,0.0692,0.83,0.1133,0.0567,0.0767,4.67,acceptable_delay
908,36,48,95.9487,60.3883,111.876,0.3715,0.8017,0.3841,0.0,0.1987,0.8698,0.7553,70.26,critical
909,24,36,57.5718,50.8515,38.6836,0.5995,0.2939,0.3424,0.4101,0.3174,0.2725,0.3113,16.23,medium
910,36,36,101.9521,61.1832,85.866,0.1045,0.7173,0.7311,0.086,0.2661,0.6479,0.8772,81.78,critical
911,24,16,48.9622,42.0005,37.9421,0.8053,0.1688,0.2456,0.5759,0.3483,0.0758,0.1527,8.55,low
912,30,48,75.3406,42.598,67.4098,0.5042,0.432,0.5711,0.2447,0.1919,0.5634,0.4556,53.57,high
913,24,24,41.0682,35.7026,43.5135,0.6881,0.072,0.2241,0.5037,0.3666,0.1296,0.1748,8.24,low
914,42,36,68.5769,53.066,82.8842,0.5409,0.6109,0.3103,0.0,0.4191,0.6534,0.5653,32.11,high
915,24,12,35.316,26.6469,12.4895,0.8862,0.0712,0.1115,0.825,0.1035,0.0716,0.191,3.32,acceptable_delay
916,36,24,55.7233,43.7276,56.5377,0.3331,0.5112,0.4302,0.1347,0.309,0.5562,0.6995,50.42,high
917,24,48,53.2381,38.1738,36.8763,0.7111,0.2096,0.2359,0.3973,0.301,0.3017,0.2351,18.45,medium
918,30,30,61.7867,45.6925,73.0779,0.3687,0.6117,0.4706,0.1218,0.3358,0.5424,0.6958,53.37,high
919,36,48,79.4509,63.7665,81.8227,0.1466,0.7287,0.631,0.1274,0.1944,0.6782,0.8749,76.19,critical
920,24,30,46.6722,51.0107,50.4215,0.6557,0.2594,0.3794,0.4693,0.3129,0.2178,0.3587,22.96,medium
921,24,20,43.8705,34.4765,27.5786,0.7567,0.1306,0.1084,0.5913,0.2516,0.1571,0.1973,10.91,low
922,24,12,23.2355,25.6441,18.9255,0.9993,0.0228,0.1375,0.9074,0.0533,0.0393,0.0925,3.35,acceptable_delay
923,36,24,60.2643,51.214,48.1715,0.6919,0.239,0.3593,0.1955,0.4669,0.3377,0.3368,18.51,medium
924,18,16,25.5677,32.2759,15.8903,0.852,0.0001,0.1053,0.7625,0.1916,0.0458,0.1562,2.79,acceptable_delay
925,18,24,36.9586,40.6228,33.3304,0.8536,0.1644,0.1185,0.5406,0.3246,0.1349,0.1117,10.45,low
926,30,24,61.2854,45.3188,39.7854,0.5098,0.3057,0.2204,0.4122,0.2834,0.3044,0.4052,18.25,medium
927,24,12,34.9915,33.5126,12.1108,0.9929,0.0508,0.1243,0.8307,0.1127,0.0566,0.0904,4.89,acceptable_delay
928,24,16,49.6314,40.9765,27.0743,0.8622,0.1179,0.1767,0.5663,0.3267,0.107,0.1963,10.62,low
929,48,48,80.0482,73.3558,89.6587,0.2662,0.5686,0.4912,0.0156,0.1235,0.8609,0.7527,100.89,critical
930,36,24,58.4322,44.5819,52.4898,0.6027,0.1844,0.3772,0.2609,0.5163,0.2228,0.3203,24.0,medium
931,36,48,103.7323,69.4305,89.9335,0.1417,0.7057,0.6593,0.0101,0.118,0.8719,0.9004,116.38,critical
932,36,30,41.361,41.7183,30.3324,0.8192,0.1306,0.2476,0.6272,0.2737,0.0991,0.1936,10.2,low
933,30,60,63.6349,56.2407,78.9441,0.4387,0.5031,0.3585,0.075,0.4311,0.4939,0.4955,38.26,high
934,36,60,72.4269,54.5451,81.1011,0.5444,0.539,0.4832,0.0,0.3969,0.7133,0.5162,40.74,high
935,30,60,71.0567,44.5484,53.3562,0.4806,0.4354,0.2632,0.2095,0.1962,0.5943,0.481,60.0,high
936,18,16,34.1315,34.5541,31.3697,0.7083,0.1445,0.1282,0.7211,0.1971,0.0818,0.2619,8.24,low
937,42,48,57.1564,44.7927,60.0401,0.6661,0.2603,0.2111,0.2089,0.5666,0.2245,0.3042,20.26,medium
938,36,36,64.4265,49.7536,48.8635,0.6672,0.1895,0.2467,0.4401,0.3721,0.1878,0.3498,20.16,medium
939,18,16,45.6474,41.9613,29.108,0.8602,0.0822,0.1398,0.5552,0.383,0.0618,0.2027,11.44,low
940,30,16,31.0707,26.8688,13.5695,0.9167,0.0423,0.1092,0.9515,0.0307,0.0178,0.0244,2.28,acceptable_delay
941,36,36,103.3804,73.3449,109.0383,0.2561,0.6602,0.4789,0.007,0.275,0.718,0.68,75.26,critical
942,30,30,77.0024,49.0787,71.0328,0.321,0.5752,0.4233,0.076,0.2779,0.6461,0.6352,60.0,high
943,24,30,61.5484,41.8286,51.6672,0.5787,0.3316,0.369,0.2905,0.416,0.2935,0.4002,18.91,medium
944,36,30,49.3315,30.2134,31.7857,0.7475,0.1465,0.1489,0.5856,0.3369,0.0775,0.2277,12.0,low
945,42,20,53.3119,51.8431,41.0621,0.7096,0.2092,0.1983,0.3851,0.3881,0.2268,0.346,13.08,medium
946,60,48,93.316,54.14,107.8109,0.2977,0.7183,0.6004,0.0,0.1932,0.8453,0.7412,110.28,critical
947,24,12,25.461,27.6844,21.3,0.9982,0.0181,0.1026,0.778,0.1542,0.0678,0.0967,3.35,acceptable_delay
948,42,36,48.0503,49.6965,61.8131,0.6556,0.1745,0.2649,0.3138,0.518,0.1682,0.3288,16.76,medium
949,36,30,47.3883,30.9732,34.833,0.7282,0.1764,0.0886,0.5867,0.3344,0.079,0.2307,7.82,low
950,42,24,63.3629,41.369,41.4406,0.5019,0.2386,0.4174,0.4348,0.3376,0.2275,0.4333,16.95,medium
951,42,36,83.7896,74.0254,75.4357,0.2525,0.5277,0.3543,0.0,0.2748,0.8719,0.6832,69.9,critical
952,36,24,60.4492,46.1172,41.6395,0.5805,0.2544,0.3081,0.2011,0.5264,0.2725,0.3618,20.15,medium
953,18,16,35.0731,38.0556,31.0501,0.7589,0.1045,0.2446,0.5579,0.3193,0.1227,0.1788,10.03,low
954,42,36,83.372,58.7307,65.1952,0.5089,0.3962,0.5799,0.265,0.3538,0.3812,0.4607,44.07,high
955,36,36,56.9817,42.6276,79.8574,0.3481,0.3597,0.4142,0.1191,0.2873,0.5936,0.6148,37.36,high
956,42,36,75.3051,61.5214,103.0831,0.1632,0.5471,0.3972,0.007,0.101,0.8919,0.806,116.12,critical
957,42,48,74.7521,61.1613,76.303,0.5144,0.3589,0.5368,0.3416,0.2477,0.4107,0.4094,57.14,high
958,36,20,46.6534,43.1672,50.197,0.5866,0.1843,0.2596,0.5177,0.2968,0.1855,0.3673,19.72,medium
959,36,20,64.7555,46.1568,46.8626,0.5136,0.3069,0.1814,0.154,0.4928,0.3532,0.3881,16.4,medium
960,30,30,82.1099,47.0584,63.9734,0.4725,0.4189,0.3175,0.1626,0.4391,0.3983,0.4699,31.84,high
961,30,20,19.4415,34.0647,10.846,0.8234,0.0737,0.1293,0.815,0.1389,0.0461,0.1855,1.98,acceptable_delay
962,24,30,46.8666,34.6837,33.3447,0.7377,0.1647,0.1013,0.6129,0.3356,0.0515,0.1816,11.93,low
963,36,48,79.3081,49.175,67.8107,0.3593,0.5258,0.3824,0.1079,0.2435,0.6486,0.7053,37.91,high
964,24,20,45.1441,31.8248,28.1844,0.7933,0.1279,0.2283,0.5753,0.3557,0.069,0.2539,7.12,low
965,48,60,103.2123,55.5549,117.0303,0.2529,0.8155,0.579,0.2158,0.1512,0.633,0.747,105.84,critical
966,36,48,62.3601,48.1834,38.98,0.5541,0.222,0.2685,0.3922,0.4559,0.1519,0.3896,14.01,medium
967,24,30,44.9867,34.6825,25.7168,0.8337,0.0987,0.2326,0.4813,0.362,0.1566,0.2226,6.66,low
968,18,20,18.6539,25.1478,15.7734,0.9605,0.0453,0.1159,0.8333,0.1271,0.0396,0.0814,1.72,acceptable_delay
969,36,36,74.7404,50.7774,80.4968,0.2987,0.3786,0.4244,0.2253,0.2187,0.556,0.6777,29.27,high
970,36,48,81.746,52.6881,111.38,0.1566,0.5758,0.4194,0.0982,0.1036,0.7982,0.775,108.29,critical
971,42,36,67.7711,55.4999,76.8392,0.2864,0.3855,0.3468,0.1951,0.3006,0.5043,0.5855,27.11,high
972,36,48,65.4076,58.2182,77.8695,0.336,0.5239,0.4162,0.0,0.3945,0.657,0.5936,54.13,high
973,30,20,22.4314,32.9077,11.5276,0.934,0.0424,0.0291,0.8412,0.0967,0.0621,0.1525,3.02,acceptable_delay
974,30,20,45.301,42.2487,47.2857,0.6348,0.2345,0.3538,0.3133,0.5051,0.1816,0.2601,13.79,medium
975,36,30,36.2912,34.8924,34.1931,0.6866,0.1268,0.2263,0.5611,0.3495,0.0894,0.2526,7.62,low
976,24,30,44.7422,33.0532,29.8411,0.7331,0.0875,0.2219,0.5758,0.2654,0.1587,0.2659,6.37,low
977,36,16,41.3771,36.3772,36.0757,0.7879,0.1164,0.1756,0.7363,0.1934,0.0703,0.159,9.42,low
978,36,16,32.8775,39.9932,29.3677,0.8087,0.1695,0.2016,0.7391,0.1975,0.0634,0.2056,7.5,low
979,18,24,27.7716,32.6143,23.8122,0.9363,0.0393,0.1189,0.9205,0.0721,0.0074,0.1048,2.14,acceptable_delay
980,24,48,54.0003,47.7595,48.5712,0.4845,0.2882,0.3076,0.2662,0.3625,0.3713,0.4145,24.0,medium
981,30,30,47.7595,42.9411,31.8547,0.8603,0.1031,0.112,0.4264,0.4004,0.1733,0.1502,8.08,low
982,36,48,100.2227,59.7539,106.3844,0.1929,0.6598,0.3653,0.0927,0.092,0.8154,0.8501,75.25,critical
983,42,20,49.3068,38.0468,47.7033,0.7184,0.1512,0.3484,0.496,0.3082,0.1958,0.2538,14.08,medium
984,24,16,26.9309,28.7808,16.6488,0.9573,0.0302,0.1399,0.7141,0.2163,0.0696,0.0364,3.01,acceptable_delay
985,24,20,20.0446,23.2222,18.6196,0.9203,0.041,0.0155,0.8575,0.1353,0.0072,0.1008,5.0,acceptable_delay
986,36,36,107.0252,59.7257,106.2861,0.1496,0.7296,0.3557,0.1304,0.1322,0.7374,0.7916,92.24,critical
987,48,80,75.9983,59.443,76.1471,0.2156,0.7792,0.5547,0.0,0.1424,0.917,0.7696,81.9,critical
988,48,30,71.0564,61.5155,53.3938,0.4645,0.3495,0.3735,0.2855,0.299,0.4155,0.5402,53.94,high
989,24,30,47.1584,39.7147,25.4883,0.771,0.1526,0.2286,0.5277,0.3696,0.1027,0.199,9.42,low
990,36,30,47.688,40.0578,30.7183,0.7133,0.0953,0.2362,0.4634,0.3969,0.1397,0.2321,9.52,low
991,48,80,87.2356,52.6023,118.0387,0.1705,0.6617,0.3663,0.0,0.2864,0.7249,0.8119,74.18,critical
992,18,24,47.7596,31.4426,32.3118,0.8038,0.1039,0.1098,0.6813,0.1961,0.1226,0.2168,8.54,low
993,24,24,53.6981,47.7722,52.4169,0.6022,0.2547,0.2914,0.3838,0.3922,0.224,0.386,21.74,medium
994,48,80,96.316,52.5109,90.1825,0.3606,0.6092,0.7012,0.2369,0.1333,0.6297,0.6926,70.85,critical
995,42,80,91.845,68.3637,94.5653,0.3047,0.7123,0.4435,0.0071,0.2566,0.7363,0.789,96.89,critical
996,36,30,44.5344,35.1417,60.0353,0.5153,0.293,0.3056,0.3359,0.4474,0.2166,0.3697,18.15,medium
997,24,48,47.9643,46.4479,46.7126,0.4843,0.2329,0.1832,0.2811,0.418,0.3008,0.4154,21.73,medium
998,30,24,61.0428,50.2058,35.8632,0.4953,0.2404,0.3282,0.475,0.3472,0.1778,0.3725,17.17,medium
999,30,16,36.3863,37.3439,31.5366,0.8196,0.0784,0.1945,0.4073,0.413,0.1797,0.2151,8.79,low
1000,30,60,78.4176,52.6352,77.9507,0.5085,0.3281,0.5544,0.0,0.4481,0.5757,0.5204,53.8,high
1001,42,24,59.214,57.3981,80.4754,0.4688,0.5365,0.5659,0.1277,0.3886,0.4837,0.5903,33.73,high
1002,30,30,65.2404,61.0083,82.2644,0.3745,0.3642,0.4626,0.2839,0.2213,0.4948,0.5283,28.0,high
1003,30,30,32.9589,41.0995,32.3926,0.7546,0.0942,0.1397,0.4331,0.3898,0.1771,0.1621,10.39,low
1004,18,12,24.1858,35.9943,24.3774,0.9146,0.0615,0.1235,0.7793,0.2148,0.0059,0.1162,3.07,acceptable_delay
1005,24,24,59.9949,40.0699,38.184,0.5353,0.2763,0.2594,0.2363,0.5622,0.2015,0.4578,16.9,medium
1006,30,16,18.3244,29.7464,21.6806,0.9496,0.0236,0.0294,0.8433,0.1383,0.0184,0.032,3.83,acceptable_delay
1007,24,20,32.9468,24.9958,26.559,0.8688,0.045,0.0407,0.8205,0.1708,0.0087,0.0805,1.66,acceptable_delay
1008,42,30,55.439,45.8198,61.9058,0.6454,0.349,0.3556,0.4253,0.3289,0.2459,0.3675,18.99,medium
1009,24,16,47.816,31.9092,28.3268,0.8645,0.122,0.1489,0.491,0.333,0.176,0.2205,11.31,low
1010,24,20,44.6815,37.666,28.3797,0.7533,0.1381,0.0864,0.5947,0.2414,0.164,0.2365,7.78,low
1011,48,60,70.9093,74.5313,86.3877,0.2993,0.8043,0.7226,0.0,0.2629,0.7929,0.7564,68.88,critical
1012,36,48,88.0614,67.3492,100.2841,0.1133,0.6289,0.5758,0.0,0.2508,0.8264,0.8003,73.99,critical
1013,42,24,81.9557,48.041,59.1954,0.5311,0.584,0.5142,0.146,0.4282,0.4257,0.5611,50.11,high
1014,42,20,42.023,42.8991,57.393,0.5494,0.3541,0.1801,0.2106,0.4247,0.3647,0.4525,23.24,medium
1015,30,60,56.5644,55.0924,77.4492,0.5375,0.6013,0.3081,0.0129,0.4343,0.5527,0.6029,35.5,high
1016,24,16,30.7324,30.6925,23.5553,0.9498,0.0527,0.1258,0.7481,0.2016,0.0503,0.1015,1.96,acceptable_delay
1017,36,30,86.5342,58.5339,92.3537,0.1412,0.7268,0.3993,0.0,0.2943,0.718,0.8111,94.63,critical
1018,30,60,79.6998,59.2637,82.4651,0.5493,0.5023,0.4118,0.0586,0.4162,0.5252,0.5425,54.58,high
1019,42,30,55.2401,49.5078,51.3289,0.712,0.3048,0.3278,0.2981,0.3428,0.3591,0.2641,15.37,medium
1020,24,12,24.0775,24.9426,25.7152,0.9292,0.0258,0.0663,0.8188,0.1271,0.0541,0.1259,5.74,acceptable_delay
1021,42,30,83.0329,54.3136,98.8324,0.2587,0.7152,0.6464,0.0,0.2888,0.8821,0.8172,112.17,critical
1022,24,48,47.479,35.6645,38.9998,0.6921,0.3447,0.2449,0.1954,0.4727,0.3318,0.3174,23.03,medium
1023,30,24,73.4155,52.5954,75.5633,0.4778,0.3796,0.4485,0.1408,0.2284,0.6308,0.4811,49.75,high
1024,42,36,46.6967,41.6408,49.4312,0.5252,0.1728,0.3167,0.1977,0.5484,0.2539,0.3241,14.46,medium
1025,30,24,27.2975,33.5603,21.8495,0.878,0.0196,0.1402,0.862,0.1157,0.0223,0.1414,3.74,acceptable_delay
1026,48,60,79.435,43.857,56.1284,0.5266,0.5318,0.2902,0.1576,0.2125,0.6299,0.5429,48.92,high
1027,30,60,78.9981,51.9041,82.0545,0.4676,0.3981,0.4994,0.3014,0.2365,0.4621,0.5309,59.96,high
1028,30,16,37.4796,23.4019,23.1373,0.868,0.0653,0.1376,0.7762,0.2193,0.0045,0.0836,5.51,acceptable_delay
1029,36,20,33.2191,32.8702,41.695,0.7189,0.0818,0.2159,0.4549,0.3843,0.1608,0.2938,12.0,low
1030,30,48,69.7841,58.6218,69.9934,0.314,0.4647,0.5158,0.2393,0.358,0.4028,0.6412,51.95,high
1031,36,20,52.4387,38.6945,57.2877,0.5096,0.2526,0.1812,0.2387,0.5302,0.231,0.3471,15.7,medium
1032,36,24,39.5165,37.8412,33.0889,0.7769,0.0935,0.2106,0.6958,0.2402,0.064,0.19,9.15,low
1033,18,16,22.2283,34.1536,27.7511,0.9056,0.0037,0.0112,0.7251,0.2009,0.074,0.103,1.46,acceptable_delay
1034,24,12,33.2001,28.1791,14.3708,0.8965,0.0589,0.0981,0.784,0.1962,0.0198,0.0421,2.58,acceptable_delay
1035,42,20,45.7107,47.3456,47.6695,0.5851,0.2566,0.321,0.1359,0.5565,0.3075,0.4308,21.74,medium
1036,24,24,26.7552,30.3725,27.7885,0.9522,0.0483,0.0039,0.8236,0.1581,0.0183,0.124,2.43,acceptable_delay
1037,18,24,47.5223,40.5709,36.4979,0.8188,0.1759,0.1757,0.4881,0.3618,0.1501,0.2695,9.15,low
1038,30,12,25.8091,28.5819,22.7134,0.9966,0.0203,0.0024,0.8414,0.0955,0.0631,0.08,4.03,acceptable_delay
1039,60,36,73.7393,73.0892,100.5887,0.1262,0.5876,0.5893,0.0,0.2846,0.8389,0.7765,91.84,critical
1040,24,24,20.7836,26.2397,15.0536,0.8477,0.0339,0.0565,0.8205,0.1436,0.0359,0.1408,4.05,acceptable_delay
1041,18,24,19.3785,28.5113,15.6461,0.9721,0.0262,0.083,0.9312,0.0681,0.0006,0.0622,1.96,acceptable_delay
1042,18,30,37.1633,31.7515,42.9733,0.7771,0.1125,0.1301,0.6338,0.2255,0.1406,0.1636,8.73,low
1043,36,30,68.2107,58.2305,55.0882,0.3601,0.6087,0.533,0.1727,0.2985,0.5288,0.6517,60.0,high
1044,30,12,31.2386,34.2695,22.3606,0.9275,0.0123,0.0271,0.7959,0.1487,0.0554,0.1383,3.27,acceptable_delay
1045,30,48,60.7948,45.1051,71.4617,0.3711,0.4455,0.4673,0.0,0.3917,0.6578,0.6704,49.87,high
1046,24,16,44.1348,37.7185,30.6746,0.8187,0.1551,0.1609,0.7192,0.2143,0.0665,0.1541,8.35,low
1047,18,12,36.9518,24.909,14.2205,0.9389,0.0126,0.0261,0.9635,0.0305,0.006,0.0614,3.05,acceptable_delay
1048,30,30,41.6561,42.2548,39.2025,0.8148,0.1673,0.1708,0.5546,0.2814,0.1641,0.1384,6.68,low
1049,42,60,63.259,42.7149,54.9007,0.4209,0.3083,0.5405,0.0688,0.3727,0.5585,0.4977,52.06,high
1050,36,16,30.5273,35.1612,40.2999,0.6967,0.0915,0.1064,0.4724,0.3925,0.1351,0.2179,7.29,low
1051,24,36,59.4614,46.223,52.3196,0.6966,0.1621,0.3316,0.2078,0.4781,0.3141,0.2954,16.41,medium
1052,18,24,24.2738,24.12,23.81,0.8939,0.062,0.1381,0.7604,0.1698,0.0698,0.0562,1.0,acceptable_delay
1053,18,20,28.1425,31.3365,16.5237,0.9455,0.0444,0.0288,0.8448,0.102,0.0532,0.116,1.52,acceptable_delay
1054,42,36,56.3611,58.9483,56.2075,0.2825,0.466,0.2963,0.2856,0.1905,0.5238,0.6565,34.65,high
1055,36,48,107.6124,55.3213,117.6393,0.3149,0.5889,0.4862,0.2259,0.1574,0.6167,0.683,88.99,critical
1056,42,36,57.7725,41.8573,56.0234,0.609,0.2185,0.1856,0.1127,0.5566,0.3306,0.3117,24.0,medium
1057,30,48,73.8434,51.7912,53.7828,0.398,0.4002,0.2961,0.2193,0.3852,0.3955,0.6097,27.07,high
1058,18,24,40.6925,42.492,26.6091,0.7719,0.152,0.1901,0.7376,0.1894,0.073,0.1958,7.8,low
1059,30,30,43.1386,31.1413,32.6441,0.8721,0.1335,0.1863,0.6827,0.2377,0.0796,0.1037,12.0,low
1060,36,36,86.6021,60.8655,104.9844,0.1465,0.7498,0.6355,0.0,0.1827,0.8828,0.9129,100.7,critical
1061,24,30,48.8811,39.9903,40.7528,0.6571,0.2695,0.2322,0.22,0.5599,0.2201,0.3525,21.95,medium
1062,36,24,45.885,30.7579,37.3387,0.7858,0.1481,0.2219,0.7081,0.2318,0.0601,0.204,6.39,low
1063,18,30,32.2063,31.7669,40.2455,0.8209,0.1269,0.0869,0.6996,0.2078,0.0927,0.1501,9.19,low
1064,24,24,35.7592,36.4242,27.604,0.8513,0.132,0.2492,0.5707,0.3425,0.0868,0.153,7.74,low
1065,30,30,48.8816,46.3377,57.0071,0.6175,0.1794,0.2706,0.3688,0.3116,0.3196,0.3445,15.97,medium
1066,36,36,95.7165,54.187,116.3431,0.3637,0.7622,0.6156,0.2707,0.0997,0.6296,0.6719,115.59,critical
1067,42,60,78.4947,51.2481,65.923,0.4718,0.5283,0.3035,0.2344,0.1914,0.5742,0.6328,31.26,high
1068,24,24,28.4814,30.5373,17.278,0.9852,0.031,0.1162,0.9057,0.0399,0.0543,0.0739,1.73,acceptable_delay
1069,42,30,48.2794,35.4202,46.9256,0.5437,0.1659,0.3964,0.3517,0.4305,0.2177,0.3699,13.59,medium
1070,36,60,55.1894,45.517,56.9202,0.3189,0.4734,0.571,0.0212,0.3698,0.609,0.5786,32.95,high
1071,18,16,47.9016,39.3782,36.8541,0.7452,0.0839,0.1951,0.5407,0.367,0.0923,0.1848,7.41,low
1072,60,36,97.5167,70.8405,77.9534,0.2059,0.56,0.3641,0.0832,0.2607,0.656,0.722,68.1,critical
1073,24,12,20.654,25.1667,23.5997,0.8217,0.0556,0.1226,0.8107,0.1102,0.0791,0.1051,1.0,acceptable_delay
1074,30,60,76.8599,53.327,52.3551,0.5414,0.5985,0.3747,0.1068,0.2988,0.5944,0.5821,35.6,high
1075,30,60,81.828,45.0638,75.7669,0.5151,0.3421,0.3885,0.1419,0.1951,0.6629,0.518,27.99,high
1076,18,12,23.2437,22.5576,11.2094,0.9621,0.0405,0.0943,0.851,0.1089,0.0401,0.0973,1.0,acceptable_delay
1077,36,48,48.7135,50.577,53.8472,0.6534,0.1956,0.2984,0.1759,0.4458,0.3782,0.4054,13.35,medium
1078,24,48,64.5983,41.251,40.2284,0.5848,0.1622,0.2357,0.3665,0.3481,0.2854,0.3845,24.0,medium
1079,42,36,78.2713,58.8295,113.4976,0.3403,0.7318,0.546,0.0,0.1594,0.9037,0.7132,88.97,critical
1080,60,30,92.1017,50.9844,93.4885,0.2139,0.5841,0.5908,0.0384,0.165,0.7965,0.7368,120.0,critical
1081,48,48,62.4954,61.7386,70.514,0.296,0.318,0.3631,0.1527,0.2983,0.549,0.5647,44.17,high
1082,42,60,62.5604,59.9306,50.9652,0.4414,0.4379,0.5022,0.3137,0.287,0.3993,0.5511,37.72,high
1083,18,24,41.123,30.922,31.0424,0.7722,0.1309,0.1206,0.7002,0.2182,0.0817,0.2043,6.1,low
1084,18,24,25.464,35.815,21.1566,0.8858,0.0115,0.0904,0.9302,0.0376,0.0321,0.0365,4.57,acceptable_delay
1085,24,24,32.4298,30.324,43.6214,0.8337,0.1737,0.2377,0.5169,0.4128,0.0703,0.1906,9.37,low
1086,36,48,73.7767,53.1053,70.7846,0.4848,0.3345,0.3403,0.1772,0.3707,0.4521,0.475,31.27,high
1087,48,60,64.9364,43.6226,55.6856,0.4099,0.5971,0.2719,0.1137,0.4201,0.4662,0.5946,55.16,high
1088,24,24,57.328,37.3971,40.5848,0.6813,0.3085,0.1866,0.0745,0.568,0.3576,0.3571,21.88,medium
1089,48,24,74.5139,51.033,65.594,0.5413,0.515,0.5041,0.3639,0.2104,0.4257,0.4849,30.98,high
1090,24,24,42.4879,47.902,38.3495,0.5367,0.24,0.2385,0.5105,0.3213,0.1683,0.3819,15.23,medium
1091,18,20,37.9185,23.6257,14.696,0.9168,0.0311,0.0557,0.7617,0.1623,0.076,0.1021,4.08,acceptable_delay
1092,42,36,67.21,53.6042,63.0238,0.5455,0.5455,0.2987,0.0,0.4201,0.5989,0.558,42.06,high
1093,42,20,52.6871,47.2453,56.9463,0.5653,0.273,0.3645,0.3441,0.5022,0.1537,0.3688,23.23,medium
1094,36,60,74.5048,68.7584,81.8986,0.2437,0.7344,0.4029,0.048,0.1934,0.7586,0.7584,70.36,critical
1095,30,20,31.3775,32.0153,30.9135,0.7327,0.1041,0.0801,0.5961,0.271,0.1329,0.1842,7.02,low
1096,30,20,57.2402,35.7605,35.9918,0.514,0.3298,0.2317,0.3735,0.4456,0.1809,0.4362,17.26,medium
1097,30,24,20.9788,34.5038,12.7956,0.9876,0.0255,0.0589,0.7606,0.1901,0.0493,0.065,2.81,acceptable_delay
1098,36,30,44.7221,33.3309,26.9056,0.6918,0.0999,0.1199,0.4127,0.4192,0.1681,0.3162,12.0,low
1099,42,20,53.9347,44.9403,54.2712,0.6696,0.1761,0.3607,0.0786,0.5493,0.3721,0.2756,19.59,medium
1100,30,24,25.9126,34.8037,19.177,0.8677,0.0197,0.0842,0.8379,0.1411,0.021,0.1675,2.02,acceptable_delay
1101,24,36,58.926,45.9806,58.3807,0.6497,0.2701,0.3711,0.239,0.4483,0.3127,0.2979,19.31,medium
1102,18,16,23.5801,26.179,28.8297,0.9968,0.0617,0.1057,0.8219,0.1229,0.0552,0.0557,3.99,acceptable_delay
